Kan een syndicus zonder volmacht bankactiviteiten uitvoeren voor de VME?|Om het beheer van de rekeningen te kunnen overnemen zal de syndicus aan de bank bewijs moeten leveren van zijn mandaat voor de desbetreffende VME. Dat gebeurt op basis van de notulen van de AV met de benoeming en/of de registratie als syndicus in de KBO. De bank zal op grond hiervan het beheer in handen geven van de syndicus. Die kan vervolgens het financieel beheer op zich nemen, waaronder het uitvoeren van bankactiviteiten zoals betalingen etc.
Kan een syndicus zonder volmacht bankactiviteiten uitvoeren voor de VME?|Om het beheer van de rekeningen te kunnen overnemen zal de syndicus aan de bank bewijs moeten leveren van zijn mandaat voor de desbetreffende VME. Dat gebeurt op basis van de notulen van de AV met de benoeming en/of de registratie als syndicus in de KBO. De bank zal op grond hiervan het beheer in handen geven van de syndicus. Die kan vervolgens het financieel beheer op zich nemen, waaronder het uitvoeren van bankactiviteiten zoals betalingen etc.
Moet een wijziging in de statuten altijd notarieel worden vastgelegd?|Alleen wijzigingen die niet voortvloeien uit de wet van 2010 vereisen een notariële akte. Voor louter coördinerende aanpassingen is een onderhandse akte voldoende.
Wat zijn mijn rechten en plichten als syndicus bij ernstige gebreken na oplevering?|U moet de aannemer formeel in gebreke stellen en de nodige juridische stappen ondernemen. Het is aanbevolen om juridische bijstand in te schakelen om uw rechten maximaal te beschermen.
Kan een verhuurder een standaard huurovereenkomst vervroegd opzeggen bij een driejarige huurovereenkomst?|Nee, de verhuurder kan een huurovereenkomst van korte duur niet vroegtijdig opzeggen. Dit geldt zowel voor contracten ondertekend vanaf 01/01/2019 (vallen onder het Vlaams Woninghuurdecreet) als voor oudere contracten (die vallen onder de Federale Woninghuurwet).
Kan een verhuurder een standaard huurovereenkomst vervroegd opzeggen bij een driejarige huurovereenkomst?|Nee, de verhuurder kan een huurovereenkomst van korte duur niet vroegtijdig opzeggen. Dit geldt zowel voor contracten ondertekend vanaf 01/01/2019 (vallen onder het Vlaams Woninghuurdecreet) als voor oudere contracten (die vallen onder de Federale Woninghuurwet).
Wat zijn de gevolgen van een functiewijziging van een huurpand naar een handelsfunctie?|De huurprijs kan worden herzien en eventuele kosten voor de functiewijziging dienen in overleg met de huurder te worden bepaald. Het handelshuurregime is strikter dan gemene huur."
Hoe kan een verhuurder een huurovereenkomst beëindigen voor grote renovatiewerken?|De regels voor deze opzegmogelijkheid verschillen naargelang het huurstelsel (woninghuur-handelshuur-gemene huur) en naargelang het gewest. Bijvoorbeeld: het Vlaams Woninghuurdecreet voorziet een moratorium gedurende de eerste 3 jaar van het contract maar nadien kan deze opzeg te allen tijde gegeven worden. Er moet ook aan bepaalde voorwaarden voldaan zijn. Ten eerste moeten de werkzaamheden voldoen aan de decretale en verordeningsbepalingen over de ruimtelijke ordening. Daarnaast moeten de werkzaamheden plaatsvinden aan het gedeelte van de woning dat de huurder bewoont. Tot slot moeten de kosten van de werkzaamheden meer dan drie jaar huur van het verhuurde goed bedragen. De verhuurder dient de huurder ook de nodige documenten te bezorgen, zoals de omgevingsvergunning en een gedetailleerde kostenraming.
Wat is de procedure voor het registreren van een huurovereenkomst?|Een huurovereenkomst moet binnen twee maanden na ondertekening worden geregistreerd. De verhuurder is verantwoordelijk voor het registreren van het contract. Vastgoedprofessionals kunnen online registreren via MyRent Pro. Particulieren kunnen registreren via MyMinfin of per post naar het scanningscentrum van de FOD Financiën. Het niet tijdig registreren van het contract kan leiden tot boetes. Er is ook een burgerrechtelijke sanctie op niet-registratie, met name de mogelijkheid voor de huurder om het contract zonder/met een minimale opzegtermijn en zonder vergoeding op te zeggen.
Wat is de procedure voor het registreren van een huurovereenkomst?|Een huurovereenkomst moet binnen twee maanden na ondertekening worden geregistreerd. De verhuurder is verantwoordelijk voor het registreren van het contract. Vastgoedprofessionals kunnen online registreren via MyRent Pro. Particulieren kunnen registreren via MyMinfin of per post naar het scanningscentrum van de FOD Financiën. Het niet tijdig registreren van het contract kan leiden tot boetes. Er is ook een burgerrechtelijke sanctie op niet-registratie, met name de mogelijkheid voor de huurder om het contract zonder/met een minimale opzegtermijn en zonder vergoeding op te zeggen.
Wat moet er gebeuren bij huuroverdracht aan een nieuwe huurder?|De regels inzake overdracht van huur verschillen naargelang het gewest & het toepasselijk huurregime. Bij woninghuur in het Vlaams gewest geldt bijvoorbeeld dat de overdracht van de huurovereenkomst verboden is, behalve in geval van een schriftelijke en voorafgaande toestemming van de verhuurder.
Hoe kunnen coproprietaire regels nageleefd worden in een huurovereenkomst?|Elke bepaling van het reglement van interne orde van de medeeigendom is tegenstelbaar aan de huurder en moet door zowel de verhuurder als huurder worden nageleefd, behoudens wanneer de kwestieuze bepaling met succes juridisch aangevochten wordt. Het is aangewezen om een huurder bij de ondertekening van de huurovereenkomst een kopij van het reglement van inwendige orde over te maken, zodat deze niet kan voorhouden er niet van in kennis te zijn gesteld.
Wat moet er met de huurwaarborg gebeuren bij huuroverdracht?|Het Vlaams Woninghuurdecreet zelf bevat hierover geen specifieke bepalingen. In de praktijk zal de verhuurder er in zijn belang op toezien dat de huurwaarborg volstort blijft en zullen tussen de overdragende en de overnemende huurder de nodige financiële regelingen getroffen worden. 
Wat gebeurt er vanuit het standpunt als verhuurder als een huurder zijn huur fiscaal wil inbrengen?|Een huurder die de huur fiscaal inbrengt, doet dat als beroepskost. Het huurgoed wordt dus beroepsmatig aangewend, wat betekent dat de verhuurder belast wordt op de reële huurinkomsten. Doorgaans bevatten huurovereenkomsten clausules die dit ofwel verbieden, ofwel de nadelige fiscale impact afwentelen op de huurder. Sinds kort moet een huurder die de huur als beroepskost wil aftrekken, een extra aangifte indienen. Dit kan echter niet langer als het huurcontract kosteloos werd geregistreerd. Met andere woorden: de verhuurder wordt extra beschermd.
Kan de verhuurder de huurovereenkomst beëindigen voor eigen gebruik door zijn kinderen?|Ja, de verhuurder kan een woninghuurovereenkomst beëindigen voor eigen gebruik door zijn kinderen. De modaliteiten zijn afhankelijk van het gewest en de datum van het huurcontract. Voor huurcontracten ondertekend sinds 01/01/2019 is het zo dat de verhuurder dergelijke opzeg niet kan doen in de eerste driejarige periode (het 'moratorium'). De opzegperiode bedraagt 6 maanden (ten vroegste mogelijk tegen het einde van de eerste driejarige periode).
Wat zijn de opzeggingsmogelijkheden voor een huurovereenkomst van 9 jaar?|Let op, de regels in deze kunnen verschillen tussen de gwesten (Vlaanderen - Brussel - Wallonië). Volgens het Vlaams Woninghuurdecreet kan de verhuurder de huurovereenkomst beëindigen voor eigen gebruik, grote verbouwingswerken, of zonder opgave van een motief mits schadevergoeding. De huurder kan op elk moment opzeggen met een opzegtermijn van 3 maanden. Beide partijen kunnen uiteraard ook het contract opzeggen tegen de einddatum.
Kunnen partijen contractueel aangepaste opzeggingsmogelijkheden bedingen in een overeenkomst van korte duur?|De woninghuurovereenkomst van korte duur in Vlaanderen wordt beheerst door het Vlaams Woninghuurdecreet. Deze bepalingen zijn van dwingend recht. De huurder beschikt over de mogelijkheid om de huurovereenkomst van korte duur te allen tijde te beëindigen met een opzeg van 3 maand. De verhuurder van zijn kant kan de huurovereenkomst van korte duur niet vroegtijdig beëindigen. In principe kunnen aan de huurder steeds bijkomende opzegmogelijkheden toegekend worden in zijn voordeel. 
Kunnen partijen contractueel aangepaste opzeggingsmogelijkheden bedingen in een overeenkomst van korte duur?|De woninghuurovereenkomst van korte duur in Vlaanderen wordt beheerst door het Vlaams Woninghuurdecreet. Deze bepalingen zijn van dwingend recht. De huurder beschikt over de mogelijkheid om de huurovereenkomst van korte duur te allen tijde te beëindigen met een opzeg van 3 maand. De verhuurder van zijn kant kan de huurovereenkomst van korte duur niet vroegtijdig beëindigen. In principe kunnen aan de huurder steeds bijkomende opzegmogelijkheden toegekend worden in zijn voordeel. 
Is het mogelijk om aan een vennootschap te verhuren onder de woninghuurwet?|Er kan enkel aan natuurlijke personen worden verhuurd onder het woninghuurdecreet. Indien de huurder een rechtspersoon is zal het toepasselijke huurrégime het gemene huurrecht zijn.
Is het mogelijk om in Vlaanderen aan een vennootschap te verhuren onder de woninghuurwet?|Er kan enkel aan natuurlijke personen worden verhuurd onder het woninghuurdecreet. Indien de huurder een rechtspersoon is zal het toepasselijke huurrégime het gemene huurrecht zijn.
Is het mogelijk om in België aan een vennootschap te verhuren onder de woninghuurwet?|Er kan enkel aan natuurlijke personen worden verhuurd onder het woninghuurdecreet. Indien de huurder een rechtspersoon is zal het toepasselijke huurrégime het gemene huurrecht zijn.
Mag een particulier een onroerend goed onderverhuren aan een persoon die het als hoofdverblijfplaats gebruikt?|Indien er sprake is van een woninghuurovereenkomst, mag de huurder die het goed tot zijn hoofdverblijfplaats bestemt, het goed niet volledig onderverhuren. Met toestemming van de verhuurder mag een gedeelte van het goed onderverhuurd worden, op voorwaarde dat het overige deel tot zijn hoofdverblijfplaats bestemd blijft. Een goed dat door de huurder niet als hoofdverblijfplaats gebruikt wordt, mag niet onderverhuurd worden opdat het de onderhuurder tot hoofdverblijfplaats zou dienen. 
Wie is verantwoordelijk voor de kosten bij schade door inbraak?|Schade ten gevolge van inbraak zal ingeval van woninghuur moeten aanzien worden als schade ten gevolge van overmacht. Dit valt dus in de regel ten laste van de verhuurder, tenzij er kan aangetoond worden dat de huurder nalatig is geweest door onvoldoende voorzorgen te nemen teneinde de woning te beveiligen of naar behoren af te sluiten. 
Wie is verantwoordelijk voor de kosten bij schade door inbraak?|Schade ten gevolge van inbraak zal ingeval van woninghuur moeten aanzien worden als schade ten gevolge van overmacht. Dit valt dus in de regel ten laste van de verhuurder, tenzij er kan aangetoond worden dat de huurder nalatig is geweest door onvoldoende voorzorgen te nemen teneinde de woning te beveiligen of naar behoren af te sluiten. 
Is het verplicht om rookmelders en een EPC te voorzien bij gemeenrechtelijke huur?|Als de verhuur betrekking heeft op een wooneenheid, moeten er (voldoende) rookmelders voorzien zijn. De woningkwaliteitsnormering maakt geen enkel onderscheid tussen een woning die wordt verhuurd als hoofdverblijfplaats of als tweede verblijf, ... onder het gemeen huurrecht. Hetzelfde geldt voor de EPC-informatieplicht. Wanneer een woning te huur wordt aangeboden, moet er een EPC aanwezig zijn. Dat geldt overigens ook voor niet-residentiële panden.
Is het verplicht om rookmelders en een EPC te voorzien bij gemeenrechtelijke huur?|Als de verhuur betrekking heeft op een wooneenheid, moeten er (voldoende) rookmelders voorzien zijn. De woningkwaliteitsnormering maakt geen enkel onderscheid tussen een woning die wordt verhuurd als hoofdverblijfplaats of als tweede verblijf, ... onder het gemeen huurrecht. Hetzelfde geldt voor de EPC-informatieplicht. Wanneer een woning te huur wordt aangeboden, moet er een EPC aanwezig zijn. Dat geldt overigens ook voor niet-residentiële panden.
Hoe wordt een huurprijsverhoging officieel gemaakt in een lopende huurovereenkomst? |In geval van een woninghuurcontract zijn er slechts een beperkt aantal mogelijkheden om een huurprijsherziening te verkrijgen. Deze mogelijkheden worden uitgebreid toegelicht in de syllabi. Een huurprijsverhoging kan met akkoord van beide partijen, wat een overeenkomst/addendum bij het huurcontract veronderstelt. Als er geen overeenstemming is, kan in een beperkt aantal gevallen een verzoek gericht worden tot de vrederechter. Stemt deze in met het verzoek, dan gebeurt de huurprijsverhoging bij vonnis.
Wat zijn de verplichtingen van de verhuurder m.b.t. onderhoud en herstellingen?|Op welk huurregime heeft je vraag specifiek betrekking: handelshuur-gemene huur-woninghuur-pacht-studentenhuur? Kan je me ook meegeven in welk gewest het verhuurd of te verhuren onroerend goed ligt?
Welke documenten/gegevens moeten opgevraagd worden van een kandidaat-huurder?|Alleen die noodzakelijk zijn om te controleren of de kandidaat aan zijnverplichtingen kan voldoen (bv. inkomen). Documenten zoals attest van goed gedrag en zeden vragen is niet toegestaan."
Kunnen statuten van mede-eigendom verhuur aan een sociale huurder verbieden?|Een totaalverbod is problematisch wegens discriminatie. Het breekt ook in op het eigendomsrecht. De eigenaar van de kavel heeft het recht om bijvoorbeeld vrij te beslissen om te verhuren via SVK-formule of niet.  Het verbieden van bepaalde verhuuractiviteiten (zoals aan toeristen via platforms als Airbnb) is in sommige gevallen wel mogelijk.
Kunnen statuten van mede-eigendom verhuur aan een sociale huurder verbieden?|Een totaalverbod is problematisch wegens discriminatie. Het breekt ook in op het eigendomsrecht. De eigenaar van de kavel heeft het recht om bijvoorbeeld vrij te beslissen om te verhuren via SVK-formule of niet.  Het verbieden van bepaalde verhuuractiviteiten (zoals aan toeristen via platforms als Airbnb) is in sommige gevallen wel mogelijk.
Wat is de wettelijke verplichting voor de inschrijving van een syndicus in de Kruispuntbank voor Ondernemingen (KBO)?|Sinds 1 april 2017 is elke vereniging van mede-eigenaars wettelijk verplicht om de gegevens van haar syndicus te laten inschrijven in de Kruispuntbank van Ondernemingen (KBO). Deze inschrijving betreft de functie van de syndicus en staat los van de verplichting van de syndicus om zijn onderneming in de KBO in te schrijven.
Moet een syndicus ook rookmelders installeren in de gemene delen van een gebouw?|Ja, een syndicus moet ook rookmelders installeren in de gemeenschappelijke delen van een gebouw. Volgens de regelgeving moeten zolders of kelders waarin zich een technische installatie bevindt altijd voorzien zijn van een rookmelder. Daarnaast wordt er vaak aangedrongen op de plaatsing van één rookmelder voor de volledige kelderverdieping, zelfs als er volgens de handleiding geen verplichtingen gelden voor de gemeenschappelijke delen. Dit is belangrijk voor de brandveiligheid van het gebouw.
Wat zijn de stappen voor de aanstelling van een nieuwe syndicus?|Voor de aanstelling van een nieuwe syndicus zijn er verschillende stappen mogelijk. De eerste mogelijkheid is dat de algemene vergadering een nieuwe syndicus aanstelt. Dit moet gebeuren met een volstrekte meerderheid van de stemmen van de aanwezige en vertegenwoordigde mede-eigenaars (50% + 1). De algemene vergadering kan beslissen om het mandaat van de huidige syndicus te bekrachtigen of om een nieuwe syndicus te benoemen. Een andere mogelijkheid is dat de rechter een syndicus aanstelt. Dit kan gebeuren in het geval waarin er noch door het reglement van mede-eigendom noch door de eerste algemene vergadering een syndicus werd benoemd. De rechter kan ook tussenkomen als de VME op een gegeven ogenblik geen syndicus meer heeft. Iedere mede-eigenaar of elke belanghebbende derde kan de rechter vragen om een syndicus aan te stellen. Dat zal dan een voorlopige syndicus zijn, die als enige taak heeft om een AV samen te roepen voor de benoeming van een definitieve syndicus. De exacte stappen en procedures kunnen verschillen, afhankelijk van de specifieke situatie en het reglement van mede-eigendom. Het is daarom belangrijk om de relevante wetgeving en eventuele reglementen te raadplegen voor specifieke richtlijnen en procedures voor de aanstelling van een nieuwe syndicus."
Welke documenten moet een aftredende syndicus overhandigen bij het einde van zijn mandaat?|Bij het einde van zijn mandaat moet een aftredende syndicus binnen 30 dagen de volgende documenten overhandigen aan zijn opvolger of de voorzitter van de laatste AV: het volledige dossier van het beheer van het gebouw, inclusief de boekhouding en een overzicht van de activa, elk schadegeval, een historiek van de rekening waarop de schadegevallen zijn vereffend, en de stukken die de bestemming bewijzen van elke som die niet op de financiële rekeningen van de mede-eigendom terug te vinden is. Dit is echter slechts een beknopte opsomming van wat het volledige dossier moet bevatten. Men kan aannemen dat daarbovenop minstens de volgende informatie moet worden overgemaakt: register van eigenaars en gebruikers, de statuten (basisakte en het reglement van mede-eigendom), het (eventuele) reglement van inwendige orde, het register met de beslissingen van de algemene vergadering, de bouwplannen, het brandweerverslag, de stedenbouwkundige vergunning, het postinterventiedossier betreffende de gemeenschappelijke delen, keuringsverslagen van gemeenschappelijke installaties en voorzieningen (stookolietank, elektrische installatie, riolering, lift, enz.), de verzekeringspolissen (onder meer de verplichte aansprakelijkheidsverzekering, brandverzekering), de lopende contracten en bijhorende evaluatierapporten, de rekeninguittreksels betreffende het reservekapitaal en het werkkapitaal, de begrotingsramingen van het jaar waarop het mandaat van de syndicus ten einde liep, informatie over hangende rechtsgedingen (dagvaarding, conclusies partijen, eventuele vonnissen), briefwisseling, ... Indien er geen volledig dossier wordt overgemaakt, kan de vereniging van mede-eigenaars, vertegenwoordigd door zijn nieuwe syndicus, een vordering richten tegen de oude syndicus. De oude syndicus kan dan eventueel door de vrederechter worden gedwongen om het dossier of de ontbrekende stukken over te maken op straffe van een dwangsom. Indien er schade werd geleden door de vereniging van mede-eigenaars, zal de oude syndicus ook tot vergoeding van deze schade  kunnen worden veroordeeld. Denk bijvoorbeeld aan de kosten van een deskundige tot wedersamenstelling van de boekhouding of de schade wegens niet-uitvoering van lopende contracten, waarvan de nieuwe syndicus het bestaan niet kende."
Kan een syndicus voor algemene vergaderingen een extra vergoeding vragen?|De syndicusovereenkomst bepaalt welke activiteiten en dienstverlening deel uitmaakt van het forfaitair ereloon van de syndicus. Doorgaans valt het organiseren van de jaarlijkse statutaire algemene vergadering daar onder, gezien dit behoort tot de wettelijke taken van de syndicus. Voor het organiseren van een buitengewone algemene vergadering of een tweede zitting van de algemene vergadering omdat het quorum eerst niet werd behaald, voorzien de meeste syndicusovereenkomsten in een extra vergoeding bovenop het forfaitair ereloon.
Mag een syndicus het privatieve deel van een eigenaar betreden zonder toestemming?|Nee, de syndicus mag enkel toegang tot een privatieve deel krijgen na toestemming van de eigenaar of in noodgevallen. Achteraf moet altijd verslag worden uitgebracht aan de eigenaar.
Wat gebeurt er met de mandaat van de syndicus als er geen algemene vergadering kan plaatsvinden door uitzonderlijke omstandigheden?|Het mandaat van de syndicus kan niet automatisch verlengd worden zonder een formele beslissing van de algemene vergadering. In uitzonderlijke omstandigheden kan er tijdelijke oplossingen gezocht worden maar is officiële bevestiging van een nieuwe vergadering noodzakelijk.
Welke stappen moeten worden ondernomen voor de opstart van een syndicschap?|Bij de start van een syndic moet een eerste vergadering worden georganiseerd waarin de aanstelling wordt bevestigd, een syndicusovereenkomst wordt opgesteld, en de nodige formaliteiten zoals registratie in de KBO worden uitgevoerd.
Welke documenten moeten worden gepubliceerd bij vastgoedadvertenties?|Verplichte vermeldingen zijn EPC, elektrische keuring, bodemattest, stedenbouwkundig uittreksel en kadastraal inkomen.
Wat zijn de mogelijke gevolgen als een pand verkeerdelijk wordt verhuurd?|De huurovereenkomst blijft in principe geldig, tenzij er sprake is van fraude of ernstige fouten; aansprakelijkheid kan bij verschillende partijen liggen, afhankelijk van de situatie.
Op welke manier kan een beheerder van een appartementencomplex elektriciteitsverbruik doorrekenen?|Het direct doorverkopen van elektriciteit is niet toegestaan zonder aparte overeenkomsten en meters; tussentellers vereisen duidelijke afspraken en goedkeuring van de betrokken partijen.
Wanneer moet een Energieprestatiecertificaat (EPC) worden opgemaakt?|Een EPC is verplicht bij verkoop en verhuur van een autonome wooneenheid. Het moet beschikbaar zijn voordat de woning op de markt komt.
Waarom moeten zowel vruchtgebruiker als blote eigenaar de verkoopovereenkomst ondertekenen?|Omdat beiden een aandeel in het eigendom hebben, moeten ze beide de bemiddelingsopdracht, compromis en authentieke akte ondertekenen.
Hoe kan ik stedenbouwkundige inlichtingen opvragen?|Om stedenbouwkundige inlichtingen op te vragen, moet je contact opnemen met de gemeente waar het goed is gelegen. Zij zijn verantwoordelijk voor het verstrekken van deze informatie. Je kunt de gemeente vragen naar de specifieke stedenbouwkundige inlichtingen die je nodig hebt. Als de gemeente de stedenbouwkundige inlichtingen niet binnen de voorziene termijn verstrekt, moet je het bewijs van je verzoek en de beknopte beschrijving kosteloos ter beschikking stellen aan alle belanghebbenden.
Mag de vennootschap een woning verhuren aan haar personeel en een deel van het magazijn gebruiken als opslagplaats?| Ja, onder bepaalde voorwaarden is het mogelijk dat een vennootschap een woning verhuurt aan haar personeel en 100 m² van het magazijn gebruikt als opslagplaats. De woonfunctie moet echter de hoofdfunctie van het gebouw blijven, en de complementaire functie mag niet meer dan 100 m² bestrijken. Verder moet de gebruikswijziging voldoen aan lokale stedenbouwkundige voorschriften en aanvullende voorwaarden die door de stad kunnen worden opgelegd.
Biedt CIB modeldocumenten aan voor huurkoop?|Nee, we beschikken niet over een modeldocument voor huurkoop. Gelet op de finesses, dient dit best opgemaakt te worden met bijstand van de tussenkomende notaris 
Hebben jullie een modeldocument voor minnelijke beëindiging van een handelshuur?|Nee, we beschikken niet over een modeldocument voor de minnelijke beëindiging van een handelshuur. 
Welke informatie mag ik vragen aan kandidaat-huurders en wat mag ik aan de verhuurder doorgeven?|Tijdens het verhuurproces mag je de minimale identiteitsgegevens, burgerlijke staat, financiële gegevens, aantal personen voor bewoning, en informatie over huisdieren vragen. Voor de correctheid van de identiteitsgegevens mag een kopie van de identiteitskaart worden voorgelegd, waarbij niet-relevante elementen zoals het rijksregisternummer moeten worden afgedekt. Deze gegevens mogen vervolgens aan de verhuurder worden doorgegeven.
Valt het uitbaten van een horecazaak onder de handelshuurwetgeving?|Het huren van een pand voor een horecazaak uit te baten valt onder het régime van de handelshuur
Kan een minderjarige een huurovereenkomst ondertekenen?|Nee, een minderjarige kan geen huurovereenkomst ondertekenen. De ouder of voogd moet optreden bij de ondertekening van een huurovereenkomst voor een minderjarige.
Kunnen stedenbouwkundige inlichtingen opgevraagd worden zonder de intentie om te verkopen?|Ja, stedenbouwkundige inlichtingen kunnen opgevraagd worden zonder de intentie om te verkopen. Het opvragen van stedenbouwkundige inlichtingen is een manier om informatie te verkrijgen over de stedenbouwkundige status van een onroerend goed, ongeacht of er plannen zijn om te verkopen.
Wat houdt de Wet Breyne in?|Voor de toepassing van de wet is het noodzakelijk dat: 1/het gebouw bestemd is voor residentieel gebruik of voor professioneel en residentieel gebruik; 2de toekomstige eigenaar een of meer betalingen doet voor de werken volledig voltooid zijn, volgens de voorwaarden van het contract."
Mag er een rijksregisternummer worden vermeld in de verkoopovereenkomst?|Het is niet toegestaan om het rijksregisternummer te vermelden in de verkoopovereenkomst. 
Kan een handelshuurovereenkomst rechtsgeldig voor de wettelijke termijn van 9 jaar worden beïndigd?|Een handelshuurovereenkomst kan minnelijk beëindigd worden in onderling overleg tussen huurder en verhuurder. Bovendien kan de huurovereenkomst ook vroegtijdig beëindigd worden door de huurder en verhuurder in de gevallen bepaald in artikel 3 van de Handelshuurwet. 
Wat te doen bij het wijzigen van verhuurdergegevens in een huurovereenkomst?|Indien louter de gegevens van de verhuurder in de loop van de huurovereenkomst worden gewijzigd, kan dit eenvoudig worden aangepast middels de opmaak van een addendum bij de bestaande huurovereenkomst. 
Kan een woninghuurovereenkomst worden gebruikt als de huurder een vennootschap is?|Een woninghuurovereenkomst kan nooit worden gebruikt voor een huurder vennootschap. Voor deze situatie biedt een huurovereenkomst naar gemeen recht een oplossing.
Bestaat er een specifiek model voor gemengde contracten (handelshuur en woonst)?|Er is geen specfiek modeldocument ter beschikking voor een gemengd contract. Er dient te worden gekeken wat de hoofdbestemming is en afhankelijk of dit woninghuur of handelshuur is kan het desbetreffend model worden gebruikt.
Kan een immatriculatiekaart worden gebruikt om een huurovereenkomst af te sluiten?|Ja dit is op vandaag perfect mogelijk. Voor alle recente ontwikkelingen over dit topic, kan u terecht op www.cib.be 
